country,state,N,P,K,temperature,humidity,ph,rainfall,soil_type,label
India,West Bengal,90,68,19,24.39,44.74,5.39,250.5,Desert,Grapes
India,Karnataka,23,49,80,17.94,68.3,5.65,214.67,Loamy,Grapes
India,Tamil Nadu,83,22,40,27.02,48.05,5.03,227.93,Red,Grapes
India,Telangana,107,65,67,21.02,51.75,8.26,210.69,Desert,Grapes
India,Karnataka,109,27,65,29.42,56.19,4.65,141.29,Desert,Grapes
India,Tamil Nadu,86,31,30,21.97,52.16,7.49,88.59,Alluvial,Grapes
India,Andhra Pradesh,63,46,47,19.44,53.08,4.54,126.2,Loamy,Grapes
India,West Bengal,115,75,13,26.79,60.05,7.0,136.08,Black,Grapes
India,West Bengal,41,10,25,20.22,89.88,8.06,103.39,Loamy,Grapes
India,Uttar Pradesh,61,52,59,17.24,44.07,5.94,290.41,Alluvial,Grapes
India,Andhra Pradesh,69,24,72,30.12,46.02,4.59,282.67,Laterite,Grapes
India,Telangana,94,30,74,18.17,57.55,4.94,89.28,Laterite,Grapes
India,Uttar Pradesh,106,49,69,33.97,43.65,6.87,43.12,Desert,Grapes
India,Haryana,22,43,43,33.25,76.07,6.9,119.7,Red,Grapes
India,Andhra Pradesh,64,13,34,32.14,52.27,8.47,151.6,Loamy,Grapes
India,Tamil Nadu,115,55,28,25.71,46.49,8.36,171.52,Alluvial,Grapes
India,Maharashtra,94,63,63,29.25,31.92,6.74,40.56,Desert,Grapes
India,Uttar Pradesh,106,59,15,20.74,66.78,4.78,132.64,Desert,Grapes
India,Gujarat,89,23,47,16.18,42.09,6.37,47.22,Laterite,Grapes
India,West Bengal,97,12,71,22.8,60.01,5.62,197.35,Loamy,Grapes
India,Uttar Pradesh,115,55,14,30.27,40.6,4.64,207.25,Black,Grapes
India,Telangana,109,65,23,16.34,64.59,6.26,215.89,Alluvial,Grapes
India,Tamil Nadu,44,23,26,25.86,63.57,5.99,111.73,Desert,Grapes
India,Tamil Nadu,87,27,22,29.11,53.54,7.87,250.38,Laterite,Grapes
India,Maharashtra,64,33,35,32.55,48.14,7.5,198.95,Desert,Grapes
India,Kerala,93,29,40,17.08,46.62,6.38,179.21,Laterite,Grapes
India,Maharashtra,75,14,50,22.91,62.54,7.14,59.6,Clayey,Grapes
India,Gujarat,64,64,64,28.55,48.26,4.7,103.79,Alluvial,Grapes
India,Gujarat,67,75,17,29.94,41.88,6.94,53.01,Laterite,Grapes
India,Maharashtra,90,58,80,20.37,73.77,4.55,53.5,Desert,Grapes
India,Punjab,66,34,68,19.87,84.96,4.56,75.57,Red,Grapes
India,Haryana,37,54,69,23.72,63.94,6.29,251.87,Black,Grapes
India,Kerala,67,66,79,29.98,88.06,7.08,219.21,Loamy,Grapes
India,Kerala,76,57,66,24.29,30.67,4.84,108.82,Laterite,Grapes
India,Rajasthan,60,38,40,27.25,69.6,4.7,214.66,Black,Grapes
India,Andhra Pradesh,36,25,44,33.9,58.89,5.0,206.86,Desert,Grapes
India,Andhra Pradesh,103,55,77,30.21,68.65,4.87,143.68,Alluvial,Grapes
India,Andhra Pradesh,41,30,35,23.67,87.65,7.11,107.76,Laterite,Grapes
India,Tamil Nadu,108,71,15,32.82,85.52,8.49,119.99,Black,Grapes
India,Andhra Pradesh,107,50,33,21.38,56.53,5.98,260.16,Desert,Grapes
India,West Bengal,52,29,62,27.25,56.86,5.7,188.48,Loamy,Grapes
India,Kerala,119,24,51,19.18,69.72,7.78,237.23,Red,Grapes
India,Kerala,42,58,49,25.03,49.7,7.78,205.59,Red,Grapes
India,Haryana,33,48,16,30.32,51.12,6.21,250.09,Loamy,Grapes
India,Maharashtra,78,65,70,33.63,64.14,8.28,144.36,Black,Grapes
India,Tamil Nadu,120,72,11,27.85,83.81,8.27,61.62,Loamy,Grapes
India,Karnataka,48,72,54,26.81,32.26,5.2,200.69,Black,Grapes
India,Maharashtra,88,11,48,31.71,83.58,7.86,68.88,Desert,Grapes
India,Karnataka,106,19,37,27.47,30.95,6.5,298.82,Desert,Grapes
India,Telangana,76,59,55,15.45,74.28,7.22,54.39,Laterite,Grapes
India,Telangana,47,68,56,30.38,36.07,5.15,117.75,Laterite,Grapes
India,Kerala,66,54,80,20.48,80.09,8.48,79.79,Red,Grapes
India,Punjab,84,56,66,22.62,89.36,6.57,248.34,Loamy,Grapes
India,Karnataka,49,60,17,30.09,52.32,8.1,186.57,Desert,Grapes
India,Kerala,103,55,50,24.05,37.36,8.12,41.82,Red,Grapes
India,Maharashtra,66,37,31,30.95,30.75,5.87,138.78,Loamy,Grapes
India,Maharashtra,24,61,28,22.0,55.21,6.16,190.47,Alluvial,Grapes
India,Telangana,79,44,49,17.76,43.51,6.62,147.97,Loamy,Grapes
India,Telangana,96,33,78,29.81,74.91,8.13,74.9,Black,Grapes
India,Telangana,54,26,35,23.22,89.79,8.36,176.98,Clayey,Grapes
India,Maharashtra,74,58,41,31.78,63.4,7.9,84.89,Laterite,Grapes
India,West Bengal,97,37,45,20.43,61.81,7.06,120.47,Clayey,Grapes
India,Karnataka,32,48,50,23.14,36.43,5.75,251.29,Red,Grapes
India,Maharashtra,37,58,45,34.35,41.49,8.31,236.77,Black,Grapes
India,Rajasthan,24,76,33,25.95,67.49,5.07,189.37,Laterite,Grapes
India,Telangana,45,20,15,22.55,46.88,4.51,40.71,Loamy,Grapes
India,Andhra Pradesh,101,55,57,33.23,67.59,5.12,205.59,Loamy,Grapes
India,Uttar Pradesh,54,61,27,25.16,76.7,7.89,281.47,Loamy,Grapes
India,Haryana,39,29,76,33.57,87.87,7.52,266.08,Red,Grapes
India,Andhra Pradesh,34,77,68,32.27,60.6,7.37,203.55,Desert,Grapes
India,Rajasthan,34,70,56,34.33,45.26,8.12,46.2,Alluvial,Grapes
India,Uttar Pradesh,52,38,64,22.46,73.4,5.8,241.26,Desert,Grapes
India,Tamil Nadu,86,48,78,19.85,59.89,5.86,61.71,Red,Grapes
India,Uttar Pradesh,76,79,18,16.11,45.55,5.28,51.66,Loamy,Grapes
India,Karnataka,112,54,70,15.82,64.14,5.69,94.83,Laterite,Grapes
India,Andhra Pradesh,39,71,10,28.75,62.65,6.71,139.02,Loamy,Grapes
India,Uttar Pradesh,33,42,72,27.45,64.04,6.8,182.06,Red,Grapes
India,Punjab,100,65,40,16.96,69.65,5.3,197.87,Alluvial,Grapes
India,Uttar Pradesh,63,48,64,32.29,35.3,6.89,182.51,Red,Grapes
India,Maharashtra,25,30,24,24.41,36.78,6.38,105.69,Clayey,Grapes
India,Telangana,42,76,25,19.63,51.41,7.29,70.24,Desert,Grapes
India,West Bengal,86,18,30,27.57,85.67,6.97,84.59,Red,Grapes
India,Gujarat,71,54,25,34.69,72.45,7.07,135.9,Black,Grapes
India,Maharashtra,31,71,10,17.45,31.91,8.48,120.88,Laterite,Grapes
India,Punjab,109,17,59,32.89,62.53,8.23,183.0,Laterite,Grapes
India,Punjab,118,63,52,30.42,52.57,4.75,131.77,Laterite,Grapes
India,Rajasthan,113,22,69,28.7,75.88,4.67,98.52,Clayey,Grapes
India,Kerala,98,40,48,17.03,50.66,8.18,230.11,Clayey,Grapes
India,Tamil Nadu,43,54,23,18.41,51.09,7.99,105.01,Clayey,Grapes
India,Maharashtra,36,26,37,34.52,71.3,5.82,262.81,Desert,Grapes
India,Karnataka,23,54,19,20.29,52.23,5.5,215.2,Desert,Grapes
India,Haryana,38,49,11,20.89,54.79,6.98,47.78,Clayey,Watermelon
India,Punjab,105,38,63,15.53,79.38,5.44,155.43,Desert,Watermelon
India,Tamil Nadu,87,40,29,24.87,65.82,4.65,220.99,Desert,Watermelon
India,Rajasthan,72,36,28,25.91,43.39,6.11,289.58,Clayey,Watermelon
India,Punjab,101,56,33,18.43,84.36,7.95,47.31,Red,Watermelon
India,Uttar Pradesh,70,16,26,18.12,70.02,6.56,109.63,Red,Watermelon
India,Uttar Pradesh,42,21,76,17.44,66.59,6.17,278.84,Laterite,Watermelon
India,West Bengal,63,75,65,30.78,32.19,6.26,197.6,Desert,Watermelon
India,Uttar Pradesh,68,66,62,19.03,46.68,6.83,135.07,Desert,Watermelon
India,Karnataka,70,26,26,20.01,75.73,5.33,188.87,Alluvial,Watermelon
India,Rajasthan,96,52,76,19.59,72.69,8.05,274.75,Clayey,Watermelon
India,Gujarat,111,50,22,26.96,33.92,7.97,130.3,Clayey,Watermelon
India,Andhra Pradesh,95,54,27,24.92,46.81,5.87,180.74,Black,Watermelon
India,Tamil Nadu,32,58,75,22.41,80.28,5.35,273.85,Desert,Watermelon
India,Tamil Nadu,110,52,43,17.03,42.98,4.84,228.42,Alluvial,Watermelon
India,Gujarat,72,56,38,33.54,50.58,7.58,190.92,Red,Watermelon
India,Maharashtra,41,70,12,33.95,58.71,7.49,160.92,Alluvial,Watermelon
India,Kerala,54,56,46,29.43,76.76,7.41,149.34,Laterite,Watermelon
India,Maharashtra,27,16,71,19.79,89.34,5.64,104.36,Loamy,Watermelon
India,Rajasthan,106,22,62,28.42,61.08,5.14,201.16,Black,Watermelon
India,Punjab,113,31,77,21.32,71.32,8.43,59.52,Clayey,Watermelon
India,Karnataka,37,72,75,22.4,79.27,5.13,237.29,Clayey,Watermelon
India,Maharashtra,51,71,14,26.0,81.87,4.72,111.93,Black,Watermelon
India,Haryana,75,10,68,24.29,86.06,5.97,227.25,Loamy,Watermelon
India,Punjab,110,72,38,25.75,45.79,7.19,126.11,Black,Watermelon
India,Punjab,109,33,60,32.55,36.92,7.19,109.59,Red,Watermelon
India,Andhra Pradesh,93,59,29,26.18,82.14,5.15,140.78,Black,Watermelon
India,Tamil Nadu,27,16,47,15.82,51.9,7.91,81.42,Red,Watermelon
India,Haryana,106,30,39,17.05,54.37,8.28,85.58,Desert,Watermelon
India,West Bengal,43,16,76,29.46,39.53,5.81,183.9,Desert,Watermelon
India,Gujarat,94,17,57,29.93,72.54,5.32,175.99,Alluvial,Watermelon
India,Tamil Nadu,80,62,44,23.91,43.84,5.33,71.79,Clayey,Watermelon
India,Punjab,56,56,32,25.11,52.6,7.44,249.1,Laterite,Watermelon
India,Kerala,56,71,59,29.83,63.53,5.37,48.95,Alluvial,Watermelon
India,Rajasthan,59,65,31,26.89,78.89,7.11,126.66,Loamy,Watermelon
India,Rajasthan,115,75,20,34.71,87.49,7.97,200.52,Loamy,Watermelon
India,Gujarat,110,59,20,18.21,72.54,4.84,81.47,Alluvial,Watermelon
India,Punjab,43,60,26,15.27,40.54,5.14,90.36,Loamy,Watermelon
India,Telangana,64,22,14,34.49,55.17,6.74,259.02,Laterite,Watermelon
India,Haryana,37,16,25,15.23,85.56,8.29,197.28,Alluvial,Watermelon
India,Telangana,39,27,25,19.73,56.24,6.99,89.99,Clayey,Watermelon
India,Maharashtra,108,41,78,31.48,46.26,4.99,260.76,Desert,Watermelon
India,Punjab,30,15,66,15.31,37.6,7.04,175.81,Loamy,Watermelon
India,Rajasthan,118,31,25,33.25,51.47,5.65,88.44,Desert,Watermelon
India,West Bengal,116,53,62,22.69,68.77,5.56,125.79,Laterite,Watermelon
India,Gujarat,23,21,38,25.45,41.13,7.31,190.12,Loamy,Watermelon
India,Kerala,52,28,59,28.57,32.82,6.68,292.18,Alluvial,Watermelon
India,Kerala,59,37,40,29.45,47.93,6.88,139.85,Alluvial,Watermelon
India,Uttar Pradesh,32,72,17,29.89,84.18,8.11,246.36,Red,Watermelon
India,Punjab,45,30,50,20.26,41.43,4.59,192.07,Clayey,Watermelon
India,Kerala,91,29,66,16.96,43.57,8.36,87.3,Clayey,Watermelon
India,West Bengal,78,29,78,22.82,88.39,6.57,232.72,Desert,Watermelon
India,Uttar Pradesh,57,63,73,30.78,82.79,6.57,223.36,Laterite,Watermelon
India,Uttar Pradesh,112,76,52,22.65,43.38,5.12,262.4,Clayey,Watermelon
India,Uttar Pradesh,101,33,18,25.85,39.45,6.6,97.83,Loamy,Watermelon
India,West Bengal,50,62,59,15.69,83.28,6.42,142.01,Clayey,Watermelon
India,Haryana,107,42,11,33.71,75.36,5.74,244.91,Clayey,Watermelon
India,Maharashtra,56,25,39,34.96,42.51,7.05,104.03,Laterite,Watermelon
India,Gujarat,80,74,45,18.77,82.47,4.64,205.59,Red,Watermelon
India,Uttar Pradesh,118,68,10,29.39,34.93,7.91,198.89,Red,Watermelon
India,West Bengal,26,50,55,27.33,32.38,8.0,256.0,Alluvial,Watermelon
India,Telangana,26,77,74,21.56,66.04,5.71,61.9,Loamy,Watermelon
India,Uttar Pradesh,117,26,16,20.72,78.31,7.22,150.33,Loamy,Watermelon
India,Kerala,93,45,74,26.16,53.44,5.07,267.22,Red,Watermelon
India,Maharashtra,104,28,37,32.04,51.71,8.02,252.1,Desert,Watermelon
India,Rajasthan,63,34,70,32.24,47.39,5.08,262.64,Laterite,Watermelon
India,Gujarat,28,62,29,32.7,89.04,6.65,119.54,Loamy,Watermelon
India,Telangana,40,23,24,30.64,33.75,6.74,292.37,Laterite,Watermelon
India,Gujarat,101,44,61,22.24,33.94,6.68,224.31,Alluvial,Watermelon
India,Punjab,100,59,52,33.86,64.45,5.47,262.31,Black,Watermelon
India,Tamil Nadu,60,76,45,22.99,81.74,6.69,258.76,Loamy,Watermelon
India,Rajasthan,108,67,12,25.15,74.08,6.07,239.57,Loamy,Watermelon
India,Maharashtra,62,69,72,21.03,59.69,5.18,192.76,Desert,Watermelon
India,Andhra Pradesh,107,62,42,21.21,37.94,5.79,99.45,Laterite,Watermelon
India,Tamil Nadu,77,50,55,31.09,48.78,5.42,211.61,Alluvial,Watermelon
India,Haryana,60,69,24,18.83,38.93,5.35,173.32,Red,Watermelon
India,Punjab,99,43,26,25.41,81.57,7.9,120.14,Loamy,Watermelon
India,Maharashtra,103,57,42,17.72,72.0,7.13,272.86,Red,Watermelon
India,Andhra Pradesh,57,20,60,30.8,48.15,5.11,161.84,Desert,Watermelon
India,Uttar Pradesh,52,57,36,34.62,38.72,5.53,248.47,Loamy,Watermelon
India,Uttar Pradesh,84,64,14,22.48,58.96,7.86,183.22,Clayey,Watermelon
India,Andhra Pradesh,77,13,52,28.59,82.23,6.51,211.83,Alluvial,Watermelon
India,Maharashtra,52,36,58,20.86,41.34,5.57,214.56,Red,Watermelon
India,Andhra Pradesh,57,31,56,23.38,86.18,7.65,130.52,Clayey,Watermelon
India,Tamil Nadu,99,28,40,18.06,61.4,7.26,98.65,Loamy,Watermelon
India,Karnataka,63,68,10,23.5,49.26,5.85,288.19,Clayey,Watermelon
India,Maharashtra,39,23,55,23.17,81.82,8.03,230.29,Desert,Watermelon
India,Rajasthan,27,44,55,23.01,36.2,7.39,223.88,Clayey,Watermelon
India,Telangana,94,74,36,22.44,77.11,5.08,84.37,Loamy,Watermelon
India,Andhra Pradesh,68,16,14,31.56,56.55,8.21,63.34,Black,Watermelon
India,Punjab,32,39,11,22.12,61.01,5.18,289.74,Desert,Watermelon
India,Kerala,53,59,62,31.68,33.83,5.84,237.59,Black,Watermelon
India,Maharashtra,55,35,23,32.12,39.18,6.22,263.87,Clayey,Watermelon
India,Uttar Pradesh,93,10,73,15.15,65.29,5.06,276.39,Alluvial,Watermelon
India,Rajasthan,102,50,50,27.38,72.52,4.57,203.92,Alluvial,Watermelon
India,Haryana,83,27,74,31.48,83.49,6.66,213.03,Red,Watermelon
India,Uttar Pradesh,58,33,79,20.84,72.98,6.36,89.84,Desert,Watermelon
India,Tamil Nadu,103,73,66,23.09,49.3,6.38,115.21,Loamy,Watermelon
India,Kerala,107,20,18,15.8,70.65,8.35,160.22,Desert,Watermelon
India,Telangana,95,64,40,26.4,80.77,6.23,187.62,Laterite,Watermelon
India,Karnataka,22,68,28,33.58,73.67,6.83,222.86,Loamy,Watermelon
India,Maharashtra,109,19,35,32.94,77.24,6.75,239.57,Desert,Watermelon
India,Tamil Nadu,31,40,27,18.58,46.5,6.63,168.94,Clayey,Watermelon
India,Gujarat,84,62,67,20.3,69.17,5.82,238.34,Alluvial,Watermelon
India,West Bengal,69,17,47,15.03,48.32,6.02,150.42,Desert,Watermelon
India,Kerala,72,42,38,31.39,47.37,6.35,250.37,Red,Watermelon
India,Karnataka,59,79,71,22.22,61.5,6.28,265.47,Red,Watermelon
India,Andhra Pradesh,110,28,17,29.38,56.01,6.94,148.04,Black,Watermelon
India,Karnataka,20,45,46,15.72,37.18,4.64,200.4,Loamy,Watermelon
India,West Bengal,117,18,15,23.15,33.57,7.56,214.39,Black,Watermelon
India,Punjab,91,41,48,17.99,75.62,6.44,87.77,Clayey,Watermelon
India,Tamil Nadu,32,58,65,22.71,80.79,4.56,82.21,Loamy,Watermelon
India,Rajasthan,71,63,30,27.89,72.84,5.35,155.9,Loamy,Watermelon
India,Karnataka,109,52,12,21.63,49.58,5.79,287.96,Red,Watermelon
India,Kerala,86,25,54,16.95,77.02,6.39,144.9,Desert,Watermelon
India,Rajasthan,53,62,40,24.63,33.32,5.46,203.89,Clayey,Watermelon
India,Karnataka,73,79,39,33.14,83.02,5.97,160.25,Clayey,Watermelon
India,Haryana,57,40,39,34.66,42.01,6.86,277.0,Laterite,Watermelon
India,Uttar Pradesh,82,30,14,19.64,54.72,5.52,64.6,Alluvial,Watermelon
India,Gujarat,25,36,26,28.36,42.82,6.29,193.22,Loamy,Watermelon
India,West Bengal,25,25,50,20.26,30.28,6.42,204.89,Alluvial,Watermelon
India,Haryana,42,63,13,22.67,74.57,5.9,114.02,Red,Watermelon
India,West Bengal,40,61,39,30.53,64.96,7.39,98.2,Desert,Watermelon
India,Punjab,116,80,26,29.55,87.13,6.28,213.8,Red,Watermelon
India,Karnataka,102,68,31,32.98,41.86,6.62,102.63,Alluvial,Watermelon
India,Haryana,32,36,46,20.15,70.5,5.0,275.98,Clayey,Muskmelon
India,Gujarat,80,25,40,20.91,46.87,7.97,188.57,Clayey,Muskmelon
India,Haryana,36,37,46,18.71,42.49,7.56,191.77,Red,Muskmelon
India,Maharashtra,60,23,33,28.07,43.84,6.75,191.39,Desert,Muskmelon
India,Tamil Nadu,77,75,41,21.04,45.52,4.54,72.42,Clayey,Muskmelon
India,Gujarat,96,74,38,30.07,39.5,5.68,210.08,Loamy,Muskmelon
India,Punjab,37,27,41,19.69,62.79,4.68,117.42,Clayey,Muskmelon
India,Telangana,91,76,50,15.31,58.99,4.97,122.68,Laterite,Muskmelon
India,Maharashtra,119,80,32,18.71,81.9,8.34,280.78,Clayey,Muskmelon
India,Karnataka,97,39,11,32.7,85.19,5.52,155.03,Laterite,Muskmelon
India,Punjab,57,76,44,24.56,38.95,8.26,141.48,Desert,Muskmelon
India,Karnataka,67,23,34,26.79,83.21,6.19,255.11,Desert,Muskmelon
India,Andhra Pradesh,114,50,75,29.48,63.24,5.84,126.46,Black,Muskmelon
India,Tamil Nadu,100,38,27,25.58,35.48,6.25,76.97,Loamy,Muskmelon
India,Andhra Pradesh,78,75,72,32.34,54.14,6.19,280.45,Red,Muskmelon
India,Rajasthan,44,19,50,16.23,40.1,4.9,71.29,Laterite,Muskmelon
India,Haryana,20,36,18,20.95,37.52,7.26,76.23,Black,Muskmelon
India,Haryana,58,23,30,32.91,76.57,7.84,172.87,Red,Muskmelon
India,Telangana,26,54,13,15.45,36.15,5.27,276.62,Loamy,Muskmelon
India,Andhra Pradesh,32,28,54,16.41,45.52,6.96,57.12,Laterite,Muskmelon
India,Maharashtra,84,71,76,18.35,40.51,6.0,87.93,Black,Muskmelon
India,Haryana,29,43,69,26.84,53.94,5.35,288.36,Loamy,Muskmelon
India,Tamil Nadu,70,70,78,17.78,48.27,5.62,228.7,Alluvial,Muskmelon
India,Rajasthan,34,62,33,19.95,79.97,7.96,244.68,Black,Muskmelon
India,Andhra Pradesh,73,42,69,29.84,61.6,7.73,191.81,Laterite,Muskmelon
India,Karnataka,70,35,67,23.21,39.1,6.83,64.39,Loamy,Muskmelon
India,Rajasthan,47,19,34,17.66,79.93,6.46,244.7,Alluvial,Muskmelon
India,Tamil Nadu,40,58,22,33.76,77.91,7.25,102.11,Alluvial,Muskmelon
India,Telangana,44,63,38,15.03,45.05,7.31,140.67,Alluvial,Muskmelon
India,Andhra Pradesh,43,24,42,23.21,47.62,6.08,214.21,Red,Muskmelon
India,Punjab,107,78,57,18.2,42.5,8.0,108.61,Alluvial,Muskmelon
India,Karnataka,46,50,45,34.95,76.64,5.69,229.87,Clayey,Muskmelon
India,Maharashtra,101,11,19,25.97,62.41,5.38,217.68,Clayey,Muskmelon
India,West Bengal,64,57,22,15.8,84.67,6.61,42.46,Desert,Muskmelon
India,Andhra Pradesh,70,54,19,34.49,55.94,5.61,242.76,Loamy,Muskmelon
India,Rajasthan,32,12,47,31.46,79.47,8.18,245.78,Laterite,Muskmelon
India,Karnataka,98,53,70,28.49,39.74,7.93,84.84,Loamy,Muskmelon
India,Andhra Pradesh,37,37,26,16.97,85.23,6.78,183.22,Black,Muskmelon
India,Uttar Pradesh,48,34,33,26.68,85.43,5.45,94.96,Black,Muskmelon
India,Gujarat,47,47,28,31.58,44.17,5.97,84.7,Red,Muskmelon
India,Uttar Pradesh,105,62,65,23.21,81.86,6.86,221.7,Red,Muskmelon
India,Haryana,42,61,35,25.31,63.68,7.33,271.52,Desert,Muskmelon
India,Rajasthan,46,47,10,19.44,67.1,5.44,155.53,Desert,Muskmelon
India,Haryana,86,56,33,20.6,41.42,5.58,235.3,Loamy,Muskmelon
India,Telangana,84,42,78,18.16,31.27,8.04,47.29,Desert,Muskmelon
India,Maharashtra,62,70,28,17.63,34.7,8.22,164.11,Laterite,Muskmelon
India,Haryana,105,62,21,17.25,39.17,7.7,120.95,Red,Muskmelon
India,Kerala,71,17,29,15.61,33.46,8.36,244.8,Alluvial,Muskmelon
India,Maharashtra,100,46,15,24.09,33.36,8.27,73.51,Black,Muskmelon
India,Tamil Nadu,119,23,19,33.7,68.29,7.62,138.62,Red,Muskmelon
India,Uttar Pradesh,116,31,22,29.2,89.65,7.31,265.19,Laterite,Muskmelon
India,Andhra Pradesh,68,67,30,31.69,87.82,5.82,248.88,Red,Muskmelon
India,Maharashtra,59,55,44,16.49,45.78,5.82,186.64,Loamy,Muskmelon
India,Gujarat,115,73,26,23.12,36.51,4.95,165.21,Red,Muskmelon
India,Rajasthan,111,25,66,33.01,47.23,5.5,103.81,Loamy,Muskmelon
India,Uttar Pradesh,72,59,47,29.02,31.16,8.11,92.83,Desert,Muskmelon
India,Andhra Pradesh,81,80,78,34.17,84.92,8.24,285.25,Red,Muskmelon
India,Punjab,93,11,62,15.8,48.23,5.89,238.91,Alluvial,Muskmelon
India,Maharashtra,59,41,37,25.06,40.71,4.52,257.94,Clayey,Muskmelon
India,West Bengal,68,77,54,29.81,65.58,6.58,293.08,Desert,Muskmelon
India,Uttar Pradesh,70,39,54,19.19,34.62,5.86,149.62,Black,Muskmelon
India,West Bengal,86,52,13,29.11,54.83,6.64,217.73,Black,Muskmelon
India,Karnataka,29,32,51,24.97,84.8,4.58,59.78,Black,Muskmelon
India,Andhra Pradesh,30,66,38,31.3,35.65,6.04,130.27,Laterite,Muskmelon
India,Andhra Pradesh,20,67,71,16.39,59.15,8.08,232.22,Alluvial,Muskmelon
India,West Bengal,24,62,45,28.3,54.68,7.46,162.87,Laterite,Muskmelon
India,Karnataka,63,32,73,18.16,60.24,8.37,159.75,Laterite,Muskmelon
India,West Bengal,58,44,11,29.4,88.74,6.41,177.78,Loamy,Muskmelon
India,Karnataka,83,55,37,26.75,57.64,8.22,261.09,Clayey,Muskmelon
India,West Bengal,97,79,80,15.14,80.75,7.09,163.11,Red,Muskmelon
India,Tamil Nadu,41,65,39,30.51,35.18,7.18,101.86,Alluvial,Muskmelon
India,Tamil Nadu,113,19,44,19.04,45.26,7.51,188.62,Laterite,Muskmelon
India,Maharashtra,81,71,77,22.09,77.82,4.57,289.73,Black,Muskmelon
India,Haryana,111,22,48,15.47,71.55,6.0,149.31,Clayey,Muskmelon
India,Haryana,40,25,61,28.06,48.04,6.28,238.1,Black,Muskmelon
India,Andhra Pradesh,88,59,22,32.26,35.07,5.89,120.3,Loamy,Muskmelon
India,Telangana,72,57,67,17.04,57.31,5.96,130.86,Desert,Muskmelon
India,Telangana,30,75,31,33.1,37.21,8.01,130.02,Desert,Muskmelon
India,Tamil Nadu,78,78,13,21.34,55.49,5.28,151.97,Black,Muskmelon
India,Telangana,33,12,50,28.49,34.76,6.93,276.82,Red,Muskmelon
India,Tamil Nadu,117,31,17,28.03,50.57,6.21,153.46,Alluvial,Muskmelon
India,Tamil Nadu,110,17,26,25.74,46.76,6.31,72.83,Loamy,Muskmelon
India,Rajasthan,103,11,58,24.58,60.26,8.37,116.0,Red,Muskmelon
India,Tamil Nadu,70,28,15,27.71,85.6,6.77,141.86,Desert,Muskmelon
India,Haryana,41,21,14,34.29,76.9,7.96,194.36,Clayey,Muskmelon
India,Kerala,85,28,10,23.08,61.57,5.41,205.76,Clayey,Muskmelon
India,Tamil Nadu,46,34,52,16.15,86.1,4.91,194.02,Loamy,Muskmelon
India,Punjab,102,42,67,30.35,70.2,5.76,243.65,Loamy,Muskmelon
India,West Bengal,113,69,12,30.64,65.62,7.36,271.0,Black,Muskmelon
India,Gujarat,85,67,77,24.7,59.2,7.71,155.06,Loamy,Muskmelon
India,Karnataka,27,51,37,28.74,61.0,7.15,97.25,Red,Muskmelon
India,Gujarat,86,59,36,31.5,45.19,5.69,61.51,Black,Muskmelon
India,Punjab,75,37,22,30.32,61.65,6.52,220.7,Desert,Muskmelon
India,West Bengal,114,11,54,31.77,34.03,5.05,143.6,Black,Muskmelon
India,Tamil Nadu,106,30,31,15.52,78.14,5.23,85.0,Red,Muskmelon
India,Karnataka,76,43,41,22.31,32.64,7.11,220.92,Alluvial,Muskmelon
India,Punjab,38,45,35,16.44,45.7,7.46,253.71,Loamy,Muskmelon
India,Punjab,84,35,20,18.61,82.89,8.24,283.61,Laterite,Muskmelon
India,Maharashtra,31,68,28,15.39,47.82,6.21,255.76,Laterite,Muskmelon
India,Uttar Pradesh,36,33,26,28.02,46.37,7.34,147.48,Laterite,Muskmelon
India,Andhra Pradesh,85,16,52,23.42,51.08,8.33,260.34,Desert,Muskmelon
India,Kerala,54,72,12,23.13,62.68,8.16,267.86,Loamy,Muskmelon
India,Maharashtra,31,16,46,22.54,47.72,7.21,296.83,Loamy,Muskmelon
India,Punjab,55,54,21,25.58,65.53,7.89,251.93,Desert,Muskmelon
India,West Bengal,64,32,80,27.88,57.37,6.93,48.59,Loamy,Muskmelon
India,Maharashtra,38,35,59,22.8,80.26,7.52,103.55,Alluvial,Muskmelon
India,Kerala,71,51,51,18.66,87.47,4.85,286.63,Red,Muskmelon
India,Tamil Nadu,108,51,21,33.39,56.78,7.01,130.79,Clayey,Muskmelon
India,Andhra Pradesh,51,66,37,18.34,51.44,6.1,227.17,Desert,Muskmelon
India,Maharashtra,52,34,18,18.6,57.54,6.96,246.16,Laterite,Muskmelon
India,Haryana,21,76,54,15.49,77.66,7.19,259.16,Clayey,Muskmelon
India,Tamil Nadu,87,49,65,29.12,42.14,7.13,127.97,Black,Muskmelon
India,Karnataka,45,34,15,23.42,88.71,6.8,68.24,Laterite,Muskmelon
India,Haryana,45,23,20,33.47,57.77,5.83,65.27,Laterite,Muskmelon
India,Punjab,106,71,39,18.49,89.73,5.14,220.35,Black,Muskmelon
India,Maharashtra,58,24,12,26.25,31.31,5.33,253.91,Laterite,Muskmelon
India,Punjab,67,52,70,32.02,66.06,7.72,247.12,Desert,Muskmelon
India,Tamil Nadu,79,54,44,25.04,84.37,5.15,141.91,Black,Muskmelon
India,Tamil Nadu,115,57,42,32.77,76.99,6.74,99.29,Black,Muskmelon
India,West Bengal,44,30,22,19.44,81.52,5.22,69.35,Clayey,Muskmelon
